antecedents,consequents,support,confidence,lift
"Chips,Onions",Toothpaste,0.02,0.5,2.272727272727273
"Chips,Rice",Beef,0.02,0.5,2.272727272727273
"Chips,Shampoo",Beef,0.02,0.5,2.272727272727273
"Chips,Shampoo",Toothpaste,0.02,0.5,2.272727272727273
"Chips,Soda",Fish,0.02,0.5,2.272727272727273
"Chips,Soda",Toothpaste,0.02,0.5,2.272727272727273
"Chips,Yogurt",Toothpaste,0.02,0.5,2.272727272727273
"Cookies,Onions,Shampoo",Beef,0.02,0.5,2.272727272727273
"Cookies,Onions,Shampoo",Toothpaste,0.02,0.5,2.272727272727273
"Cookies,Soap",Beef,0.03,0.5,2.272727272727273
"Detergent,Eggs",Toothpaste,0.03,0.5,2.272727272727273
"Detergent,Pasta",Apples,0.02,0.5,2.272727272727273
"Detergent,Pasta",Bananas,0.02,0.5,2.272727272727273
"Detergent,Pasta",Juice,0.02,0.5,2.272727272727273
"Detergent,Yogurt",Apples,0.03,0.5,2.272727272727273
"Detergent,Yogurt",Toothpaste,0.03,0.5,2.272727272727273
"Eggs,Fish",Toothpaste,0.02,0.5,2.272727272727273
"Eggs,Potatoes",Beef,0.02,0.5,2.272727272727273
"Fish,Onions",Beef,0.02,0.5,2.272727272727273
"Juice,Milk",Apples,0.02,0.5,2.272727272727273
"Juice,Onions",Bananas,0.02,0.5,2.272727272727273
"Juice,Rice",Bananas,0.02,0.5,2.272727272727273
"Juice,Rice",Fish,0.02,0.5,2.272727272727273
"Juice,Tomatoes",Toothpaste,0.02,0.5,2.272727272727273
"Juice,Water",Apples,0.02,0.5,2.272727272727273
"Milk,Potatoes",Apples,0.02,0.5,2.272727272727273
"Milk,Potatoes",Juice,0.02,0.5,2.272727272727273
"Milk,Soda",Beef,0.02,0.5,2.272727272727273
"Milk,Water",Apples,0.02,0.5,2.272727272727273
"Milk,Water",Juice,0.02,0.5,2.272727272727273
"Onions,Rice",Bananas,0.02,0.5,2.272727272727273
"Onions,Rice",Juice,0.02,0.5,2.272727272727273
"Onions,Shampoo,Soap",Beef,0.02,0.5,2.272727272727273
"Onions,Shampoo,Soap",Toothpaste,0.02,0.5,2.272727272727273
"Pasta,Shampoo",Juice,0.02,0.5,2.272727272727273
"Pasta,Soap",Apples,0.02,0.5,2.272727272727273
"Pasta,Water",Apples,0.02,0.5,2.272727272727273
"Pasta,Water",Juice,0.02,0.5,2.272727272727273
"Pasta,Yogurt",Apples,0.02,0.5,2.272727272727273
"Pasta,Yogurt",Bananas,0.02,0.5,2.272727272727273
"Potatoes,Rice",Juice,0.02,0.5,2.272727272727273
"Potatoes,Soda",Bananas,0.02,0.5,2.272727272727273
"Potatoes,Soda",Fish,0.02,0.5,2.272727272727273
"Potatoes,Water",Beef,0.02,0.5,2.272727272727273
"Rice,Shampoo",Toothpaste,0.02,0.5,2.272727272727273
"Rice,Soap",Juice,0.02,0.5,2.272727272727273
"Shampoo,Soda",Juice,0.02,0.5,2.272727272727273
"Water,Yogurt",Toothpaste,0.02,0.5,2.272727272727273
"Butter,Cookies",Onions,0.02,0.5,2.1739130434782608
"Butter,Cookies,Shampoo",Onions,0.02,0.5,2.1739130434782608
"Cereal,Cookies,Toothpaste",Onions,0.02,0.5,2.1739130434782608
"Cereal,Shampoo",Onions,0.03,0.5,2.1739130434782608
"Chips,Cookies",Onions,0.02,0.5,2.1739130434782608
"Cookies,Juice",Onions,0.02,0.5,2.1739130434782608
"Cookies,Shampoo",Onions,0.04,0.5,2.1739130434782608
"Cookies,Soap",Onions,0.03,0.5,2.1739130434782608
"Cookies,Toothpaste",Onions,0.02,0.5,2.1739130434782608
"Juice,Rice",Onions,0.02,0.5,2.1739130434782608
"Potatoes,Rice",Onions,0.02,0.5,2.1739130434782608
"Rice,Soap",Onions,0.02,0.5,2.1739130434782608
"Beef,Chicken,Chips",Butter,0.02,0.5,2.0833333333333335
"Cereal,Chicken",Butter,0.02,0.5,2.0833333333333335
"Cereal,Shampoo",Butter,0.03,0.5,2.0833333333333335
"Cheese,Toothpaste",Butter,0.02,0.5,2.0833333333333335
"Chips,Juice",Butter,0.02,0.5,2.0833333333333335
"Chips,Soda",Butter,0.02,0.5,2.0833333333333335
"Chips,Toothpaste",Butter,0.03,0.5,2.0833333333333335
"Chips,Yogurt",Butter,0.02,0.5,2.0833333333333335
"Cookies,Onions,Shampoo",Butter,0.02,0.5,2.0833333333333335
"Cookies,Shampoo",Butter,0.04,0.5,2.0833333333333335
"Eggs,Potatoes",Butter,0.02,0.5,2.0833333333333335
"Juice,Milk",Butter,0.02,0.5,2.0833333333333335
"Juice,Shampoo",Butter,0.02,0.5,2.0833333333333335
"Juice,Soap",Butter,0.02,0.5,2.0833333333333335
"Juice,Tomatoes",Butter,0.02,0.5,2.0833333333333335
"Milk,Water",Butter,0.02,0.5,2.0833333333333335
"Rice,Soap",Butter,0.02,0.5,2.0833333333333335
"Soda,Toothpaste",Butter,0.02,0.5,2.0833333333333335
"Apples,Pasta",Soap,0.02,0.5,2.0
"Bananas,Yogurt",Soap,0.04,0.5,2.0
"Beef,Milk",Soap,0.03,0.5,2.0
"Bread,Tomatoes",Soap,0.02,0.5,2.0
"Butter,Cereal",Soap,0.02,0.5,2.0
"Butter,Juice,Soda",Soap,0.02,0.5,2.0
"Butter,Rice",Soap,0.02,0.5,2.0
"Butter,Soda",Soap,0.03,0.5,2.0
"Cereal,Cookies,Toothpaste",Soap,0.02,0.5,2.0
"Cereal,Tomatoes",Soap,0.02,0.5,2.0
"Cereal,Yogurt",Soap,0.02,0.5,2.0
"Cookies,Onions",Soap,0.03,0.5,2.0
"Cookies,Toothpaste",Soap,0.02,0.5,2.0
"Juice,Milk",Soap,0.02,0.5,2.0
"Juice,Rice",Soap,0.02,0.5,2.0
"Juice,Shampoo",Soap,0.02,0.5,2.0
"Milk,Soda",Soap,0.02,0.5,2.0
"Onions,Rice",Soap,0.02,0.5,2.0
"Onions,Shampoo,Toothpaste",Soap,0.02,0.5,2.0
"Pasta,Potatoes",Soap,0.02,0.5,2.0
"Pasta,Shampoo",Soap,0.02,0.5,2.0
"Pasta,Yogurt",Soap,0.02,0.5,2.0
"Potatoes,Rice",Soap,0.02,0.5,2.0
"Soda,Water",Soap,0.02,0.5,2.0
"Tomatoes,Toothpaste",Soap,0.03,0.5,2.0
"Apples,Bread",Yogurt,0.02,0.5,1.923076923076923
"Apples,Pasta",Yogurt,0.02,0.5,1.923076923076923
"Apples,Shampoo",Yogurt,0.02,0.5,1.923076923076923
"Apples,Soap",Yogurt,0.02,0.5,1.923076923076923
"Bananas,Pasta",Yogurt,0.02,0.5,1.923076923076923
"Bread,Detergent,Eggs",Yogurt,0.02,0.5,1.923076923076923
"Bread,Soda",Yogurt,0.02,0.5,1.923076923076923
"Cereal,Fish",Yogurt,0.02,0.5,1.923076923076923
"Chips,Shampoo",Yogurt,0.02,0.5,1.923076923076923
"Chips,Soda",Yogurt,0.02,0.5,1.923076923076923
"Detergent,Eggs",Yogurt,0.03,0.5,1.923076923076923
"Pasta,Shampoo",Yogurt,0.02,0.5,1.923076923076923
"Pasta,Soap",Yogurt,0.02,0.5,1.923076923076923
Shampoo,Butter,0.09,0.44999999999999996,1.8749999999999998
"Butter,Shampoo",Chicken,0.04,0.4444444444444445,2.339181286549708
"Butter,Juice",Soda,0.04,0.4444444444444445,2.2222222222222223
"Butter,Shampoo",Cookies,0.04,0.4444444444444445,2.2222222222222223
"Cereal,Toothpaste","Onions,Shampoo",0.03,0.4285714285714285,7.1428571428571415
"Shampoo,Soap","Cookies,Onions",0.03,0.4285714285714285,7.1428571428571415
"Onions,Soap","Cookies,Shampoo",0.03,0.4285714285714285,5.357142857142856
"Beef,Soap",Milk,0.03,0.4285714285714285,2.8571428571428568
"Cereal,Toothpaste",Tomatoes,0.03,0.4285714285714285,2.8571428571428568
"Onions,Soap",Milk,0.03,0.4285714285714285,2.8571428571428568
"Shampoo,Soap",Potatoes,0.03,0.4285714285714285,2.8571428571428568
"Soap,Water",Potatoes,0.03,0.4285714285714285,2.8571428571428568
"Soap,Yogurt",Potatoes,0.03,0.4285714285714285,2.8571428571428568
"Chips,Fish",Rice,0.03,0.4285714285714285,2.678571428571428
"Shampoo,Soap",Rice,0.03,0.4285714285714285,2.678571428571428
"Apples,Beef",Cereal,0.03,0.4285714285714285,2.3809523809523805
"Soap,Water",Eggs,0.03,0.4285714285714285,2.3809523809523805
"Apples,Beef",Water,0.03,0.4285714285714285,2.2556390977443606
"Beef,Soap",Water,0.03,0.4285714285714285,2.2556390977443606
"Apples,Bananas",Cookies,0.03,0.4285714285714285,2.1428571428571423
"Beef,Chicken",Shampoo,0.03,0.4285714285714285,2.1428571428571423
"Beef,Soap",Cookies,0.03,0.4285714285714285,2.1428571428571423
"Butter,Pasta",Shampoo,0.03,0.4285714285714285,2.1428571428571423
"Cereal,Toothpaste",Shampoo,0.03,0.4285714285714285,2.1428571428571423
"Cereal,Toothpaste",Soda,0.03,0.4285714285714285,2.1428571428571423
"Onions,Soap",Cookies,0.03,0.4285714285714285,2.1428571428571423
"Shampoo,Soap",Cookies,0.03,0.4285714285714285,2.1428571428571423
"Bread,Fish",Detergent,0.03,0.4285714285714285,2.040816326530612
"Bananas,Juice",Fish,0.03,0.4285714285714285,1.9480519480519476
"Beef,Chicken",Fish,0.03,0.4285714285714285,1.9480519480519476
"Beef,Chicken",Toothpaste,0.03,0.4285714285714285,1.9480519480519476
"Butter,Pasta",Juice,0.03,0.4285714285714285,1.9480519480519476
"Chips,Fish",Bananas,0.03,0.4285714285714285,1.9480519480519476
"Onions,Soap",Beef,0.03,0.4285714285714285,1.9480519480519476
"Onions,Soap",Toothpaste,0.03,0.4285714285714285,1.9480519480519476
"Soap,Water",Beef,0.03,0.4285714285714285,1.9480519480519476
"Beef,Soap",Onions,0.03,0.4285714285714285,1.8633540372670803
"Cereal,Toothpaste",Onions,0.03,0.4285714285714285,1.8633540372670803
"Beef,Chicken",Butter,0.03,0.4285714285714285,1.7857142857142854
"Chips,Fish",Butter,0.03,0.4285714285714285,1.7857142857142854
"Shampoo,Soap",Butter,0.03,0.4285714285714285,1.7857142857142854
"Bread,Fish",Soap,0.03,0.4285714285714285,1.714285714285714
"Cereal,Toothpaste",Soap,0.03,0.4285714285714285,1.714285714285714
Juice,Butter,0.09,0.40909090909090906,1.7045454545454546
Milk,Apples,0.06,0.4,1.8181818181818183
Milk,Beef,0.06,0.4,1.8181818181818183
Tomatoes,Beef,0.06,0.4,1.8181818181818183
Tomatoes,Toothpaste,0.06,0.4,1.8181818181818183
Cheese,Onions,0.06,0.4,1.7391304347826086
"Beef,Detergent","Eggs,Tomatoes",0.02,0.39999999999999997,19.999999999999996
"Butter,Chicken","Beef,Chips,Shampoo",0.02,0.39999999999999997,19.999999999999996
"Cereal,Soda","Butter,Juice,Soap",0.02,0.39999999999999997,19.999999999999996
"Chicken,Chips","Beef,Butter,Shampoo",0.02,0.39999999999999997,19.999999999999996
"Chicken,Chips","Beef,Rice",0.02,0.39999999999999997,19.999999999999996
"Fish,Soap","Bananas,Potatoes,Soda",0.02,0.39999999999999997,19.999999999999996
"Juice,Soda","Butter,Cereal,Soap",0.02,0.39999999999999997,19.999999999999996
"Milk,Soap","Apples,Potatoes",0.02,0.39999999999999997,19.999999999999996
"Onions,Toothpaste","Cereal,Cookies,Shampoo",0.02,0.39999999999999997,19.999999999999996
"Onions,Toothpaste","Shampoo,Soap,Tomatoes",0.02,0.39999999999999997,19.999999999999996
"Soap,Toothpaste","Onions,Shampoo,Tomatoes",0.02,0.39999999999999997,19.999999999999996
"Apples,Cookies","Bananas,Shampoo",0.02,0.39999999999999997,13.333333333333332
"Bananas,Chips","Fish,Potatoes",0.02,0.39999999999999997,13.333333333333332
"Bananas,Fish","Potatoes,Soap,Soda",0.02,0.39999999999999997,13.333333333333332
"Beef,Cookies","Milk,Shampoo",0.02,0.39999999999999997,13.333333333333332
"Beef,Onions","Cookies,Shampoo,Soap",0.02,0.39999999999999997,13.333333333333332
"Butter,Fish","Chips,Soap",0.02,0.39999999999999997,13.333333333333332
"Chicken,Chips","Beef,Butter",0.02,0.39999999999999997,13.333333333333332
"Eggs,Soap","Butter,Potatoes",0.02,0.39999999999999997,13.333333333333332
"Fish,Soap","Bananas,Potatoes",0.02,0.39999999999999997,13.333333333333332
"Fish,Soap","Bananas,Soda",0.02,0.39999999999999997,13.333333333333332
"Milk,Soap","Beef,Soda",0.02,0.39999999999999997,13.333333333333332
"Milk,Soap","Juice,Potatoes",0.02,0.39999999999999997,13.333333333333332
"Onions,Toothpaste","Shampoo,Tomatoes",0.02,0.39999999999999997,13.333333333333332
"Soap,Toothpaste","Onions,Tomatoes",0.02,0.39999999999999997,13.333333333333332
"Soap,Toothpaste","Shampoo,Tomatoes",0.02,0.39999999999999997,13.333333333333332
"Apples,Detergent","Bananas,Pasta",0.02,0.39999999999999997,9.999999999999998
"Bananas,Chips","Fish,Juice",0.02,0.39999999999999997,9.999999999999998
"Bananas,Fish","Chips,Juice",0.02,0.39999999999999997,9.999999999999998
"Bananas,Fish","Juice,Rice",0.02,0.39999999999999997,9.999999999999998
"Bananas,Fish","Potatoes,Soda",0.02,0.39999999999999997,9.999999999999998
"Beef,Cookies","Onions,Shampoo,Soap",0.02,0.39999999999999997,9.999999999999998
"Beef,Detergent","Bread,Tomatoes",0.02,0.39999999999999997,9.999999999999998
"Beef,Pasta","Bread,Chips",0.02,0.39999999999999997,9.999999999999998
"Butter,Chicken","Chips,Shampoo",0.02,0.39999999999999997,9.999999999999998
"Butter,Chicken","Rice,Shampoo",0.02,0.39999999999999997,9.999999999999998
"Butter,Water","Cheese,Juice",0.02,0.39999999999999997,9.999999999999998
"Butter,Water","Juice,Milk",0.02,0.39999999999999997,9.999999999999998
"Cereal,Cookies","Onions,Shampoo,Toothpaste",0.02,0.39999999999999997,9.999999999999998
"Cereal,Cookies","Soda,Toothpaste",0.02,0.39999999999999997,9.999999999999998
"Cereal,Soda","Cookies,Toothpaste",0.02,0.39999999999999997,9.999999999999998
"Cereal,Soda","Juice,Soap",0.02,0.39999999999999997,9.999999999999998
"Cookies,Fish","Chips,Rice",0.02,0.39999999999999997,9.999999999999998
"Cookies,Tomatoes","Detergent,Pasta",0.02,0.39999999999999997,9.999999999999998
"Eggs,Soap","Beef,Water",0.02,0.39999999999999997,9.999999999999998
"Eggs,Soap","Potatoes,Water",0.02,0.39999999999999997,9.999999999999998
"Fish,Soap","Potatoes,Soda",0.02,0.39999999999999997,9.999999999999998
"Fish,Yogurt","Bread,Soda",0.02,0.39999999999999997,9.999999999999998
"Juice,Soda","Butter,Cereal",0.02,0.39999999999999997,9.999999999999998
"Onions,Potatoes","Juice,Rice",0.02,0.39999999999999997,9.999999999999998
"Soap,Tomatoes","Onions,Shampoo,Toothpaste",0.02,0.39999999999999997,9.999999999999998
"Soap,Toothpaste","Cereal,Tomatoes",0.02,0.39999999999999997,9.999999999999998
"Bananas,Fish","Chips,Potatoes",0.02,0.39999999999999997,7.999999999999999
"Beef,Bread","Detergent,Tomatoes",0.02,0.39999999999999997,7.999999999999999
"Beef,Cookies","Fish,Soap",0.02,0.39999999999999997,7.999999999999999
"Beef,Eggs","Detergent,Tomatoes",0.02,0.39999999999999997,7.999999999999999
"Beef,Onions","Milk,Soap",0.02,0.39999999999999997,7.999999999999999
"Beef,Pasta","Chicken,Chips",0.02,0.39999999999999997,7.999999999999999
"Beef,Toothpaste","Butter,Chicken",0.02,0.39999999999999997,7.999999999999999
"Beef,Toothpaste","Chicken,Chips",0.02,0.39999999999999997,7.999999999999999
"Butter,Chicken","Beef,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Cereal,Cookies","Onions,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Cereal,Cookies","Soap,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Chicken,Chips","Beef,Pasta",0.02,0.39999999999999997,7.999999999999999
"Chicken,Chips","Beef,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Chicken,Detergent","Eggs,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Chicken,Detergent","Eggs,Yogurt",0.02,0.39999999999999997,7.999999999999999
"Chips,Potatoes","Bananas,Fish",0.02,0.39999999999999997,7.999999999999999
"Cookies,Pasta","Detergent,Tomatoes",0.02,0.39999999999999997,7.999999999999999
"Cookies,Yogurt","Detergent,Soap",0.02,0.39999999999999997,7.999999999999999
"Detergent,Soap","Cookies,Yogurt",0.02,0.39999999999999997,7.999999999999999
"Detergent,Tomatoes","Beef,Bread",0.02,0.39999999999999997,7.999999999999999
"Detergent,Tomatoes","Beef,Eggs",0.02,0.39999999999999997,7.999999999999999
"Detergent,Tomatoes","Cookies,Pasta",0.02,0.39999999999999997,7.999999999999999
"Detergent,Toothpaste","Eggs,Yogurt",0.02,0.39999999999999997,7.999999999999999
"Eggs,Toothpaste","Chicken,Detergent",0.02,0.39999999999999997,7.999999999999999
"Eggs,Yogurt","Chicken,Detergent",0.02,0.39999999999999997,7.999999999999999
"Eggs,Yogurt","Detergent,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Fish,Soap","Beef,Cookies",0.02,0.39999999999999997,7.999999999999999
"Milk,Soap","Beef,Onions",0.02,0.39999999999999997,7.999999999999999
"Onions,Toothpaste","Cereal,Cookies",0.02,0.39999999999999997,7.999999999999999
"Onions,Toothpaste","Soap,Tomatoes",0.02,0.39999999999999997,7.999999999999999
"Soap,Tomatoes","Onions,Toothpaste",0.02,0.39999999999999997,7.999999999999999
"Soap,Toothpaste","Cereal,Cookies",0.02,0.39999999999999997,7.999999999999999
"Beef,Bread","Chips,Pasta",0.02,0.39999999999999997,6.666666666666666
"Beef,Cereal","Apples,Water",0.02,0.39999999999999997,6.666666666666666
"Beef,Cookies","Onions,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Beef,Onions","Cookies,Soap",0.02,0.39999999999999997,6.666666666666666
"Butter,Chicken","Beef,Chips",0.02,0.39999999999999997,6.666666666666666
"Butter,Chicken","Beef,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Butter,Chicken","Cereal,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Cereal,Cookies","Onions,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Cereal,Cookies","Shampoo,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Cereal,Cookies","Tomatoes,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Cereal,Soda","Butter,Soap",0.02,0.39999999999999997,6.666666666666666
"Cereal,Soda","Butter,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Cereal,Soda","Tomatoes,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Chicken,Chips","Beef,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Chicken,Rice","Beef,Chips",0.02,0.39999999999999997,6.666666666666666
"Chicken,Rice","Shampoo,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Chicken,Yogurt","Detergent,Eggs",0.02,0.39999999999999997,6.666666666666666
"Detergent,Toothpaste","Chicken,Eggs",0.02,0.39999999999999997,6.666666666666666
"Eggs,Toothpaste","Detergent,Yogurt",0.02,0.39999999999999997,6.666666666666666
"Juice,Pasta","Detergent,Water",0.02,0.39999999999999997,6.666666666666666
"Juice,Soda","Butter,Soap",0.02,0.39999999999999997,6.666666666666666
"Juice,Soda","Cereal,Soap",0.02,0.39999999999999997,6.666666666666666
"Shampoo,Yogurt","Apples,Milk",0.02,0.39999999999999997,6.666666666666666
"Soap,Tomatoes","Onions,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Soap,Tomatoes","Shampoo,Toothpaste",0.02,0.39999999999999997,6.666666666666666
"Soap,Toothpaste","Onions,Shampoo",0.02,0.39999999999999997,6.666666666666666
"Soda,Yogurt","Bananas,Soap",0.02,0.39999999999999997,6.666666666666666
"Beef,Cookies","Onions,Soap",0.02,0.39999999999999997,5.7142857142857135
"Beef,Cookies","Shampoo,Soap",0.02,0.39999999999999997,5.7142857142857135
"Beef,Eggs","Soap,Water",0.02,0.39999999999999997,5.7142857142857135
"Beef,Onions","Shampoo,Soap",0.02,0.39999999999999997,5.7142857142857135
"Cereal,Water","Apples,Beef",0.02,0.39999999999999997,5.7142857142857135
"Chicken,Rice","Shampoo,Soap",0.02,0.39999999999999997,5.7142857142857135
"Chips,Detergent","Bread,Fish",0.02,0.39999999999999997,5.7142857142857135
"Cookies,Fish","Beef,Soap",0.02,0.39999999999999997,5.7142857142857135
"Cookies,Tomatoes","Cereal,Toothpaste",0.02,0.39999999999999997,5.7142857142857135
"Eggs,Water","Beef,Soap",0.02,0.39999999999999997,5.7142857142857135
"Milk,Onions","Beef,Soap",0.02,0.39999999999999997,5.7142857142857135
"Onions,Toothpaste","Shampoo,Soap",0.02,0.39999999999999997,5.7142857142857135
"Soap,Tomatoes","Cereal,Toothpaste",0.02,0.39999999999999997,5.7142857142857135
"Soda,Yogurt","Bread,Fish",0.02,0.39999999999999997,5.7142857142857135
"Bananas,Fish","Soap,Soda",0.02,0.39999999999999997,4.999999999999999
"Beef,Onions","Cookies,Shampoo",0.02,0.39999999999999997,4.999999999999999
"Eggs,Water","Bread,Detergent",0.02,0.39999999999999997,4.999999999999999
"Eggs,Yogurt","Bread,Detergent",0.02,0.39999999999999997,4.999999999999999
"Fish,Soap","Butter,Chips",0.02,0.39999999999999997,4.999999999999999
"Onions,Toothpaste","Cookies,Shampoo",0.02,0.39999999999999997,4.999999999999999
"Bananas,Fish","Potatoes,Soap",0.02,0.39999999999999997,4.444444444444445
"Cereal,Soda","Butter,Juice",0.02,0.39999999999999997,4.444444444444445
"Cereal,Soda","Butter,Shampoo",0.02,0.39999999999999997,4.444444444444445
"Cheese,Water","Butter,Juice",0.02,0.39999999999999997,4.444444444444445
"Chicken,Chips","Butter,Shampoo",0.02,0.39999999999999997,4.444444444444445
"Chicken,Rice","Butter,Shampoo",0.02,0.39999999999999997,4.444444444444445
"Cookies,Pasta","Butter,Shampoo",0.02,0.39999999999999997,4.444444444444445
"Eggs,Water","Potatoes,Soap",0.02,0.39999999999999997,4.444444444444445
"Juice,Soda","Butter,Shampoo",0.02,0.39999999999999997,4.444444444444445
"Apples,Detergent",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Apples,Juice",Milk,0.02,0.39999999999999997,2.6666666666666665
"Apples,Onions",Cheese,0.02,0.39999999999999997,2.6666666666666665
"Bananas,Chips",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Bread",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Cookies",Milk,0.02,0.39999999999999997,2.6666666666666665
"Beef,Cookies",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Eggs",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Eggs",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Onions",Milk,0.02,0.39999999999999997,2.6666666666666665
"Beef,Onions",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Toothpaste",Milk,0.02,0.39999999999999997,2.6666666666666665
"Beef,Toothpaste",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Beef,Yogurt",Milk,0.02,0.39999999999999997,2.6666666666666665
"Bread,Soap",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Bread,Soap",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Butter,Water",Cheese,0.02,0.39999999999999997,2.6666666666666665
"Butter,Water",Milk,0.02,0.39999999999999997,2.6666666666666665
"Cereal,Soda",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Cereal,Soda",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Cheese,Water",Milk,0.02,0.39999999999999997,2.6666666666666665
"Chicken,Juice",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Cookies,Pasta",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Detergent,Soap",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Eggs,Water",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Fish,Soap",Potatoes,0.02,0.39999999999999997,2.6666666666666665
"Juice,Pasta",Milk,0.02,0.39999999999999997,2.6666666666666665
"Onions,Toothpaste",Tomatoes,0.02,0.39999999999999997,2.6666666666666665
"Shampoo,Yogurt",Milk,0.02,0.39999999999999997,2.6666666666666665
"Bananas,Fish",Rice,0.02,0.39999999999999997,2.4999999999999996
"Butter,Chicken",Rice,0.02,0.39999999999999997,2.4999999999999996
"Chicken,Chips",Rice,0.02,0.39999999999999997,2.4999999999999996
"Chips,Potatoes",Rice,0.02,0.39999999999999997,2.4999999999999996
"Cookies,Fish",Rice,0.02,0.39999999999999997,2.4999999999999996
"Milk,Onions",Rice,0.02,0.39999999999999997,2.4999999999999996
"Onions,Potatoes",Rice,0.02,0.39999999999999997,2.4999999999999996
"Beef,Bread",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Beef,Detergent",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Beef,Onions",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Beef,Toothpaste",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Butter,Chicken",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Chicken,Rice",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Chicken,Yogurt",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Chips,Potatoes",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Detergent,Tomatoes",Eggs,0.02,0.39999999999999997,2.2222222222222223
"Fish,Yogurt",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Juice,Soda",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Soap,Tomatoes",Cereal,0.02,0.39999999999999997,2.2222222222222223
"Apples,Detergent",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Apples,Detergent",Water,0.02,0.39999999999999997,2.1052631578947367
"Apples,Juice",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Apples,Juice",Water,0.02,0.39999999999999997,2.1052631578947367
"Bananas,Chips",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Beef,Bread",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Beef,Cereal",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Beef,Cereal",Water,0.02,0.39999999999999997,2.1052631578947367
"Beef,Eggs",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Beef,Eggs",Water,0.02,0.39999999999999997,2.1052631578947367
"Beef,Pasta",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Beef,Toothpaste",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Beef,Yogurt",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Cereal,Water",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Chicken,Chips",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Chicken,Detergent",Water,0.02,0.39999999999999997,2.1052631578947367
"Cookies,Tomatoes",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Cookies,Yogurt",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Detergent,Soap",Water,0.02,0.39999999999999997,2.1052631578947367
"Detergent,Tomatoes",Pasta,0.02,0.39999999999999997,2.1052631578947367
"Detergent,Toothpaste",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Eggs,Toothpaste",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Eggs,Yogurt",Chicken,0.02,0.39999999999999997,2.1052631578947367
"Eggs,Yogurt",Water,0.02,0.39999999999999997,2.1052631578947367
"Juice,Pasta",Water,0.02,0.39999999999999997,2.1052631578947367
"Shampoo,Yogurt",Pasta,0.02,0.39999999999999997,2.1052631578947367
